"source","title","author","genre","price_usd","rating","ratings_count","year","language","scraped_at","snapshot_id"
"Google Books","Your Dream and Mine","Susan Kirby","Fiction",NA,NA,NA,1999,"en",2025-11-25 23:01:52,5
"iTunes Store","My Highland Hero: A Second Chance at Love Historical Romance Novel","Miriam Minger","romance novel",4.99,4.48,37,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Scarlet Letter","Nathaniel Hawthorne","romance",NA,3.41,123,1800,"fre",2025-11-25 23:01:52,5
"Open Library","Oliver Twist","Charles Dickens","psychology",NA,3.94,76,1822,"yid",2025-11-25 23:01:52,5
"Google Books","Science Fact and Science Fiction","Brian M. Stableford","Fiction",NA,5,1,2006,"en",2025-11-25 23:01:52,5
"Open Library","The Pickwick Papers","Charles Dickens","travel",NA,3.26,6,1800,"por",2025-11-25 23:01:52,5
"Open Library","La nausée","Jean-Paul Sartre","art",NA,3.95,21,1938,"per",2025-11-25 23:01:52,5
"iTunes Store","Business Finance Basics","Scott L. Girard, Michael F. O'Keefe & Marc A. Price","business finance",17.75,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Tom's Midnight Garden","Philippa Pearce","art",NA,4.3,11,1958,"ger",2025-11-25 23:01:52,5
"Open Library","The Invisible Man","H. G. Wells","fiction",NA,3.81,106,0,"por",2025-11-25 23:01:52,5
"iTunes Store","Snow Flower and the Secret Fan","Lisa See","historical fiction",11.2,4.55,619,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Castle of Otranto","Horace Walpole","historical_fiction",NA,3.4,15,1764,"por",2025-11-25 23:01:52,5
"iTunes Store","Self Help for Super Villains","Christopher Holmes Nixon","self help",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Sports from Hell","Rick Reilly","sports outdoors",9.04,3.98,30,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Philosophy 101","Paul Kleinman","philosophy",11.41,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Northern Lights","Philip Pullman","fantasy",NA,4.05,223,1995,"por",2025-11-25 23:01:52,5
"Google Books","125 Best Chocolate Chip Recipes","Julie Hasson","Cooking",NA,NA,NA,2003,"en",2025-11-25 23:01:52,5
"Open Library","A Modern Utopia","H. G. Wells","philosophy",NA,3.45,14,1900,"ita",2025-11-25 23:01:52,5
"iTunes Store","Church Summer Cramp","Mike Thaler","childrens fiction",1.98,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","For Whom the Bell Tolls","Ernest Hemingway","history",NA,3.65,25,1940,"por",2025-11-25 23:01:52,5
"Open Library","Anatomy","Henry Gray F.R.S.","history",NA,4.25,32,1858,"eng",2025-11-25 23:01:52,5
"Open Library","Common Sense","Thomas Paine","history",NA,4.03,10,1776,"chi",2025-11-25 23:01:52,5
"Open Library","Slaughterhouse-Five","Kurt Vonnegut","science_fiction",NA,4.08,255,1968,"bel",2025-11-25 23:01:52,5
"Open Library","Julius Caesar","William Shakespeare","biography",NA,3.58,56,1656,"yid",2025-11-25 23:01:52,5
"iTunes Store","Japanese Home Cooking","Sonoko Sakai & Rick Poon","cooking",25,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Belize Travel Guide","Lonely Planet","travel",15.45,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Tao te Ching","老子","philosophy",NA,4.24,55,1842,"por",2025-11-25 23:01:52,5
"iTunes Store","Relentless Forward Progress","Bryon Powell","sports outdoors",9.92,4.39,14,NA,NA,2025-11-25 23:01:52,5
"Open Library","Arsène Lupin, gentleman-cambrioleur","Maurice Leblanc","mystery",NA,3.78,4,1907,"ger",2025-11-25 23:01:52,5
"iTunes Store","Selections from American poetry, with special reference to Poe, Longfellow, Lowell and Whittier","Margaret Spraque Carhart","poetry",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Accounting and Finance for Business Strategic Planning","Harry Sebastian","business finance",20.87,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","A Study in Scarlet","Arthur Conan Doyle","mystery",NA,4.02,113,1887,"jpn",2025-11-25 23:01:52,5
"iTunes Store","How to Make Extremely Damn Ass Good Artisan Sourdough Bread","Geiger Powell","art design",3.13,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Joshua’s Big Train Adventure","Sheila Raya","adventure",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Burnout","Emily Nagoski","self_help",NA,3.95,7,2019,"eng",2025-11-25 23:01:52,5
"Open Library","Kim","Rudyard Kipling","fiction",NA,3.76,18,1901,"fre",2025-11-25 23:01:52,5
"Google Books","My Favorite Recipes","Henrietta Groth Schmidt","Cooking",NA,NA,NA,1951,"en",2025-11-25 23:01:52,5
"iTunes Store","Self Help","Gabrielle Bernstein","self help",16.31,4.53,6,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Self-Help 101 or: How to Select a Costume to Help You Deal With People","L.G. Keltner","self help",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Lord of Chaos","Robert Jordan","fantasy",10.08,4.5,1499,NA,NA,2025-11-25 23:01:52,5
"Open Library","Die protestantische Ethik und der Geist des Kapitalismus","Max Weber","business",NA,3.74,6,1700,"por",2025-11-25 23:01:52,5
"Google Books","Old Doctor Carlin's Recipes","William Carlin","Animal breeding",NA,NA,NA,1881,"en",2025-11-25 23:01:52,5
"iTunes Store","Targeted individuals the revolution of poetry","Laura Patricia Kearney","poetry",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Google Books","The Scope of the Fantastic--Theory, Technique, Major Authors","Robert A. Collins, Howard D. Pearce","Literary Criticism",NA,NA,NA,1985,"en",2025-11-25 23:01:52,5
"iTunes Store","Applied Psychology for Nurses","Mary F. Porter","psychology",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","True Crime Confidential Volume 5","Robert Keller","true crime",3.87,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Man Who Was Thursday","Gilbert Keith Chesterton","mystery",NA,3.47,29,1908,"cat",2025-11-25 23:01:52,5
"Open Library","Boundaries","Henry Cloud","self_help",NA,3.87,7,1992,"eng",2025-11-25 23:01:52,5
"Open Library","Edvard Munch","Edvard Munch","biography",NA,NA,NA,1927,"pol",2025-11-25 23:01:52,5
"Open Library","Poems by John Keats","John Keats","poetry",NA,4.14,5,1800,"eng",2025-11-25 23:01:52,5
"Open Library","La père Goriot","Honoré de Balzac","history",NA,4.28,12,1800,"fre",2025-11-25 23:01:52,5
"iTunes Store","Edgar Allan Poe's Complete Poetical Works","Edgar Allan Poe","poetry",0,3.97,734,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Witches","Roald Dahl","fantasy",NA,4.26,90,1983,"pol",2025-11-25 23:01:52,5
"Open Library","The Marvelous Land of Oz","L. Frank Baum","travel",NA,3.31,19,1904,"eng",2025-11-25 23:01:52,5
"Open Library","Pollyanna","Eleanor Hodgman Porter","fiction",NA,3.83,22,1912,"rus",2025-11-25 23:01:52,5
"iTunes Store","12 Health & Fitness Mistakes You Don't Know You're Making","Michael Matthews","sports outdoors",0,4.11,370,NA,NA,2025-11-25 23:01:52,5
"Open Library","Works (Carrie / Night Shift / 'Salem's Lot / Shining)","Stephen King","sports",NA,4.74,22,1981,"eng",2025-11-25 23:01:52,5
"Open Library","Voyage au Centre de la Terre","Jules Verne","travel",NA,4.13,89,1867,"por",2025-11-25 23:01:52,5
"Open Library","War and Peace","Лев Толстой","historical_fiction",NA,4.14,36,1864,"por",2025-11-25 23:01:52,5
"iTunes Store","My First Piano Adventure: Lesson Book A with CD","Nancy Faber & Randall Faber","adventure",8.07,2.98,9,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Psychology of Harry Potter","Neil Mulholland","psychology",10.05,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Faerie queene","Edmund Spenser","poetry",NA,4.73,10,1590,"eng",2025-11-25 23:01:52,5
"iTunes Store","Pirates of Savannah Trilogy: Book One, Sold in Savannah - Young Adult Action Adventure Historical Fiction","Tarrin P. Lupo","historical fiction",0,3.9,463,NA,NA,2025-11-25 23:01:52,5
"Open Library","Gender equity in intercollegiate athletics",NA,"sports",NA,3.24,3,1993,"eng",2025-11-25 23:01:52,5
"Open Library","Essay concerning human understanding","John Locke","history",NA,3.94,6,1689,"ger",2025-11-25 23:01:52,5
"iTunes Store","Amazing: Science Fiction, Fantasy, & Horror Flash Fiction #9","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Narrative of the life of Frederick Douglass","Frederick Douglass","art",NA,4.21,12,1845,"eng",2025-11-25 23:01:52,5
"Open Library","Common Sense","Thomas Paine","science_fiction",NA,4.07,10,1776,"chi",2025-11-25 23:01:52,5
"Open Library","The Empty House and Other Ghost Stories","Algernon Blackwood","horror",NA,4.92,1,1906,"eng",2025-11-25 23:01:52,5
"Open Library","Lord of the Flies","William Golding","thriller",NA,3.7,381,1954,"por",2025-11-25 23:01:52,5
"Open Library","Ivanhoe","Sir Walter Scott","history",NA,3.5,15,1800,"ger",2025-11-25 23:01:52,5
"Google Books","Cambridge Business English Dictionary","Roz Combley","Business & Economics",NA,5,3,2011,"en",2025-11-25 23:01:52,5
"iTunes Store","Harry Truman's Excellent Adventure","Matthew Algeo","adventure",13.18,4.1,21,NA,NA,2025-11-25 23:01:52,5
"Open Library","Fahrenheit 451","Ray Bradbury","science_fiction",NA,3.98,427,1953,"fre",2025-11-25 23:01:52,5
"Open Library","The Red Badge of Courage","Stephen Crane","thriller",NA,3.62,24,1855,"eng",2025-11-25 23:01:52,5
"iTunes Store","The Keeper","Tana French","mystery thriller",14.63,4.63,58,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Philosophy of Osteopathy","Andrew T. Still","philosophy",1.01,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Lost World","Arthur Conan Doyle","historical_fiction",NA,4.12,44,1900,"chi",2025-11-25 23:01:52,5
"Open Library","Strategic management","Gregory G. Dess","business",NA,4.22,5,1992,"eng",2025-11-25 23:01:52,5
"Open Library","The Legend of Sleepy Hollow","Washington Irving","historical_fiction",NA,4.15,24,1820,"gre",2025-11-25 23:01:52,5
"iTunes Store","The Frozen River: A GMA Book Club Pick","Ariel Lawhon","historical fiction",13.49,4.6,4460,NA,NA,2025-11-25 23:01:52,5
"Open Library","Poirot investigates","Agatha Christie","science_fiction",NA,4.31,18,1924,"chi",2025-11-25 23:01:52,5
"Open Library","Poirot investigates","Agatha Christie","historical_fiction",NA,4.23,18,1924,"chi",2025-11-25 23:01:52,5
"Open Library","Le fantôme de l'opéra","Gaston Leroux","thriller",NA,3.84,39,1911,"jpn",2025-11-25 23:01:52,5
"Open Library","Мастер и Маргарита","Михаил Афанасьевич Булгаков","fiction",NA,4.06,94,1966,"por",2025-11-25 23:01:52,5
"Open Library","Frankenstein or The Modern Prometheus","Mary Shelley","science_fiction",NA,4.06,216,1818,"rus",2025-11-25 23:01:52,5
"iTunes Store","BRITISH MYSTERIES Boxed Set: 350+ Thriller Novels, Murder Mysteries & True Crime Stories","Agatha Christie, Edgar Wallace, Arthur Conan Doyle, Wilkie Collins, R. Austin Freeman, H. C. McNeile, G. K. Chesterton, Arthur Morrison, Ernest Bramah, Victor L. Whitechurch, Thomas W. Hanshew, E. W. Hornung, J. S. Fletcher, Rober Barr, Frank Froest, C. N. Williamson, A. M. Williamson & Isabel Ostander","true crime",0.98,3.45,7,NA,NA,2025-11-25 23:01:52,5
"Open Library","Christine","Stephen King","horror",NA,4.07,47,1983,"por",2025-11-25 23:01:52,5
"iTunes Store","Dealing with Narcissism: A Self-Help Guide to Understanding and Coping with Narcissist People at Home and Work","Keith Boyer","self help",4.91,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Fantastic Stories Presents: Science Fiction Super Pack #1","Warren Lapine","science fiction",2.06,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Ice Flambé (A Steamy Chef Hockey Romance Novel)","Rachelle Vaughn","romance novel",5.18,4.44,19,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Strange Case of Dr. Jekyll and Mr. Hyde","Robert Louis Stevenson","science_fiction",NA,4,141,1875,"rus",2025-11-25 23:01:52,5
"Open Library","The Varieties of Religious Experience","William James","psychology",NA,3.13,5,1817,"eng",2025-11-25 23:01:52,5
"iTunes Store","The Gospel according to Science Fiction","Gabriel McKee","science fiction",10.27,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Shirley","Charlotte Brontë","historical_fiction",NA,4.13,9,1800,"por",2025-11-25 23:01:52,5
"iTunes Store","Self Help CBT Cognitive Behavior Therapy Training Course & Toolbox","Sam Reddington","self help",3.83,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Truth in True Crime","J. Warner Wallace","true crime",10.64,4.94,6,NA,NA,2025-11-25 23:01:52,5
"Google Books","Novel and Romance","Hubert McDermott","Classical literature",NA,NA,NA,1989,"en",2025-11-25 23:01:52,5
"Google Books","Cruauté Et Civilization","Roland Auguet","History",NA,4.05,1,1994,"en",2025-11-25 23:01:52,5
"Google Books","Content-Based Chapter Books Fiction (Science: Planet Patrol): Antarctic Adventure","Rebecca L. Johnson","Language Arts & Disciplines",NA,NA,NA,2007,"en",2025-11-25 23:01:52,5
"iTunes Store","Snowflakes and Shots","Amanda Siegrist","romance novel",6.91,4.56,41,NA,NA,2025-11-25 23:01:52,5
"Open Library","What every BODY is saying","Joe Navarro","self_help",NA,3.3,20,2008,"kor",2025-11-25 23:01:52,5
"iTunes Store","Dark Psychology & Manipulation","Vincent McDaniel","psychology",1.99,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Best Science Fiction and Fantasy of the Year","Jonathan Strahan","science fiction",9.96,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","OCD Self-Help Workbook","Ali Greymond","self help",19.68,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Die Traumdeutung","Sigmund Freud","psychology",NA,3.97,16,1899,"rus",2025-11-25 23:01:52,5
"Google Books","Quick Weight Loss Diet: Slow Cooker Recipes and Tasty Green Smoothies","Kellie Steffen","Health & Fitness",NA,NA,NA,2017,"en",2025-11-25 23:01:52,5
"Google Books","Self and Emotion",NA,"Emotions",NA,NA,NA,1991,"en",2025-11-25 23:01:52,5
"Open Library","L’étranger","Albert Camus","romance",NA,4.13,119,1942,"fre",2025-11-25 23:01:52,5
"iTunes Store","Healthy Gluten-Free Vegan Cooking","Kelly Keough","cooking",0,3.46,25,NA,NA,2025-11-25 23:01:52,5
"Open Library","Faust","Johann Wolfgang von Goethe","poetry",NA,4,38,1800,"rus",2025-11-25 23:01:52,5
"iTunes Store","Harry Potter Therapy: An Unauthorized Self-Help Book from the Restricted Section","Dr Janina Scarlet","self help",0,4.1,162,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Original Buddhist Psychology","Beth Jacobs, PhD","psychology",11.08,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Islamic Finance: Ethics, Concepts, Practice","Usman Hayat, CFA & Adeel Malik, PhD","business finance",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Google Books","The Technique of the Novel","Charles Francis Horne","Fiction",NA,NA,NA,1908,"en",2025-11-25 23:01:52,5
"Open Library","Sphere","Michael Crichton","travel",NA,4.23,14,1980,"jpn",2025-11-25 23:01:52,5
"Open Library","Picasso","Pablo Picasso","biography",NA,3.84,22,1926,"spa",2025-11-25 23:01:52,5
"iTunes Store","World History in Twelve Hops 9: Native Americans","Tobias Sterling & Manuela Soriani","world history",1.02,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","The big short","Michael Lewis","business",NA,4.53,34,2009,"eng",2025-11-25 23:01:52,5
"Google Books","Music in Contemporary British Fiction","Gerry Smyth","Fiction",NA,NA,NA,2008,"en",2025-11-25 23:01:52,5
"Open Library","Ozma of Oz","L. Frank Baum","fantasy",NA,4.4,15,1907,"eng",2025-11-25 23:01:52,5
"iTunes Store","Design Firms Open for Business","Steven Heller & Lita Talarico","art design",18,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","International business","John D. Daniels","business",NA,4.86,1,1976,"eng",2025-11-25 23:01:52,5
"Open Library","The Sea Fairies","L. Frank Baum","children",NA,3.25,3,1911,"rus",2025-11-25 23:01:52,5
"Open Library","Rayuela","Julio Cortázar","thriller",NA,4,10,1963,"tur",2025-11-25 23:01:52,5
"iTunes Store","The Philosophy of Evolution","Stephen Haskins Carpenter","philosophy",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Εὐθύφρων / Κρίτων / Φαίδων / Ἀπολογία Σωκράτους","Πλάτων","philosophy",NA,4.31,15,1871,"fre",2025-11-25 23:01:52,5
"iTunes Store","The Second Science Fiction Megapack","Fritz Leiber, C.M. Kornbluth, Darrell Schweitzer, Robert Sheckley, Fredric Brown, Alfred Bester, Lawrence Watt-Evans, Randall Garrett, Nina Kiriki Hoffman, Robert Silverberg, Murray Leinster, Tom Purdom, Philip K. Dick, Jerry Sohl, Pamela Rentz, Henry Kuttner, Frank Belknap Long, Poul Anderson, Mack Reynolds, James Blish, Ben Bova, Myron R. Lewis & Marion Zimmer Bradley","science fiction",0.99,3.94,69,NA,NA,2025-11-25 23:01:52,5
"Open Library","On food and cooking","Harold McGee","cookbook",NA,4.58,8,1984,"eng",2025-11-25 23:01:52,5
"iTunes Store","LarryBoy in the Amazing Brain-Twister","Doug Peterson","childrens fiction",2.09,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Small Dragon Egg But Big Expectations: AabiLynn’s Dragon Rite- Fantasy, Science Fiction, & Horror Flash Fiction #17","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Through the Looking-Glass","Lewis Carroll","children",NA,4.16,56,1865,"bel",2025-11-25 23:01:52,5
"iTunes Store","The Philosophy Cure","Laurence Devillairs","philosophy",12.57,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","A collection of Historical Fiction","Nadia Welsh-Boucard","historical fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Lighthouse Inn - A Single Mom Romance Novel","A. M. Kusi","romance novel",5.23,4.44,73,NA,NA,2025-11-25 23:01:52,5
"Open Library","A Vindication of Rights of Woman","Mary Wollstonecraft","history",NA,3.54,10,1792,"eng",2025-11-25 23:01:52,5
"Open Library","Fahrenheit 451","Ray Bradbury","art",NA,3.93,427,1953,"fre",2025-11-25 23:01:52,5
"Open Library","Memoirs of Fanny Hill","John Cleland","romance",NA,3.47,5,1749,"eng",2025-11-25 23:01:52,5
"iTunes Store","By Her Hand: An engrossing historical fiction debut, a tale of family, battles and female empowerment, for readers who love Geraldine Brooks and Maggie O'Farrell","Marion Taffe","historical fiction",6.73,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","The life of Olaudah Equiano, or Gustavus Vassa, the African","Olaudah Equiano","travel",NA,3.94,5,1789,"eng",2025-11-25 23:01:52,5
"iTunes Store","Cloud Atlas (20th Anniversary Edition)","David Mitchell & Gabrielle Zevin","historical fiction",10.28,4.61,1283,NA,NA,2025-11-25 23:01:52,5
"Google Books","100 Best Quick Gluten-Free Recipes","Carol Fenster","Cooking",NA,NA,NA,2014,"en",2025-11-25 23:01:52,5
"Open Library","A Child's Garden of Verses","Robert Louis Stevenson","children",NA,3.85,5,1885,"eng",2025-11-25 23:01:52,5
"Google Books","A ^ACabinet of Byzantine Curiosities","Anthony Kaldellis","History",NA,NA,NA,2017,"en",2025-11-25 23:01:52,5
"iTunes Store","Extreme Justice (An Axel Strike Action Thriller—Book 1)","Jack Mars","mystery thriller",0,4.01,331,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Collector","John Fowles","art",NA,3.7,4,1963,"ger",2025-11-25 23:01:52,5
"iTunes Store","Dinosaur Club: Escaping the Liopleurodon","Rex Stone","childrens fiction",3.89,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Everlasting Man","Gilbert Keith Chesterton","philosophy",NA,3.18,4,1925,"spa",2025-11-25 23:01:52,5
"Open Library","The Pillars of the Earth","Ken Follett","thriller",NA,4.28,68,1989,"por",2025-11-25 23:01:52,5
"Open Library","A Little Princess","Frances Hodgson Burnett","historical_fiction",NA,4.32,19,1905,"eng",2025-11-25 23:01:52,5
"iTunes Store","Amazing: Science Fiction, Fantasy, & Horror Flash Fiction #10","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Philosophy of Language","Scott Soames","philosophy",19.58,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Science Fiction anthology","Philip K. Dick, Andre Norton, Murray Leinster, Lester del Rey, Harry Harrison, Marion Zimmer Bradley, Fritz Leiber & Ben Bova","science fiction",2.06,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Adventure of the Blue Carbuncle (With Audio)","Arthur Conan Doyle","adventure",0,4.53,74,NA,NA,2025-11-25 23:01:52,5
"Open Library","Lolita","Vladimir Nabokov","romance",NA,4,109,1777,"rus",2025-11-25 23:01:52,5
"Open Library","Life on the Mississippi","Mark Twain","science_fiction",NA,3.9,6,1883,"eng",2025-11-25 23:01:52,5
"iTunes Store","Missy Piggle-Wiggle and the Won't-Walk-the-Dog Cure","Ann M. Martin & Annie Parnell","childrens fiction",11.43,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Psychology of Stupidity","Jean-François Marmion & Liesl Schillinger","psychology",14.87,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Great Expectations","Charles Dickens","travel",NA,3.85,159,1861,"rus",2025-11-25 23:01:52,5
"Open Library","Les confessions","Jean-Jacques Rousseau","biography",NA,4.52,5,1782,"chi",2025-11-25 23:01:52,5
"Open Library","The Raven","Edgar Allan Poe","poetry",NA,4.6,58,1845,"heb",2025-11-25 23:01:52,5
"Open Library","Братья Карамазовы","Фёдор Михайлович Достоевский","psychology",NA,4.19,62,1880,"rus",2025-11-25 23:01:52,5
"Open Library","The Power of Darkness","Edith Nesbit","horror",NA,2.3,8,2006,"eng",2025-11-25 23:01:52,5
"Open Library","Moralia","Plutarch","poetry",NA,4.23,15,1500,"heb",2025-11-25 23:01:52,5
"Open Library","The flavor bible","Karen Page","cookbook",NA,5,3,2008,"eng",2025-11-25 23:01:52,5
"Open Library","Adventures of Huckleberry Finn","Mark Twain","sports",NA,4.03,239,1876,"rus",2025-11-25 23:01:52,5
"iTunes Store","Personal Finance for Beginners - A Simple Guide to Take Control of Your Financial Situation","Matthew Collins","business finance",0,4.43,533,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Jewel of Seven Stars","Bram Stoker","science_fiction",NA,4.5,6,1902,"ger",2025-11-25 23:01:52,5
"iTunes Store","Ladybird Tales: Pinocchio","Victoria Assanelli","childrens fiction",8.54,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Thirty-Nine Steps","John Buchan","thriller",NA,3.84,24,1915,"spa",2025-11-25 23:01:52,5
"iTunes Store","Letters of the Alphabet - Celtic Art Designs","Donald Iain Scott","art design",5.05,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Immortal Iron Fist, Vol. 1: The Last Iron Fist Story","Ed Brubaker, Matt Fraction, David Aja & Travel Foreman","travel",11,4.57,19,NA,NA,2025-11-25 23:01:52,5
"Open Library","The most dangerous game","Richard Connell","sports",NA,3.78,21,1990,"eng",2025-11-25 23:01:52,5
"iTunes Store","A History of the Jews in the Modern World","Howard M. Sachar","world history",15.33,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Prayer, the Great Adventure","Dr. David Jeremiah","adventure",8.86,5,15,NA,NA,2025-11-25 23:01:52,5
"Open Library","The Prophet","Kahlil Gibran","philosophy",NA,4.19,56,1900,"yid",2025-11-25 23:01:52,5
"Open Library","A Caribbean Mystery","Agatha Christie","travel",NA,3.91,10,1964,"fre",2025-11-25 23:01:52,5
"Open Library","The Kybalion","Three Initiates","psychology",NA,4.7,6,1912,"eng",2025-11-25 23:01:52,5
"Open Library","Meditations","Marcus Aurelius","self_help",NA,4.14,137,1626,"ukr",2025-11-25 23:01:52,5
"iTunes Store","World History 101","Tom Head","world history",10.81,NA,NA,NA,NA,2025-11-25 23:01:52,5
"Open Library","Twelve years a slave","Solomon Northup","history",NA,4.57,9,1853,"fre",2025-11-25 23:01:52,5
"iTunes Store","Fantasy Football for Smart People: A Guide to Winning at Daily Fantasy Sports","Jonathan Bales","sports outdoors",0,4.48,15,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Psychology and Social Sanity","Hugo Münsterberg","psychology",0,4.09,25,NA,NA,2025-11-25 23:01:52,5
"Open Library","Improve Your Communication Skills","Alan Barker","self_help",NA,3.93,3,2010,"eng",2025-11-25 23:01:52,5
"Open Library","Rights of Man","Thomas Paine","history",NA,4.52,4,1791,"chi",2025-11-25 23:01:52,5
"Open Library","The Art of War","孙武","science_fiction",NA,4.18,157,1900,"fre",2025-11-25 23:01:52,5
"Open Library","Catching Fire","Suzanne Collins","science_fiction",NA,4.06,281,2009,"por",2025-11-25 23:01:52,5
"iTunes Store","Philosophy Decoded","Adam Norman","philosophy",0,2.49,5,NA,NA,2025-11-25 23:01:52,5
"Open Library","The lady of the lake","Sir Walter Scott","poetry",NA,3.61,11,1800,"eng",2025-11-25 23:01:52,5
"Open Library","Homage to Catalonia","George Orwell","history",NA,4.12,26,1938,"ger",2025-11-25 23:01:52,5
"iTunes Store","Ultimate Science Fiction, Fantasy, & Horror Collection #1","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Artisanal Kitchen: Perfect Pizza at Home","Andrew Feinberg, Francine Stephens & Melissa Clark","art design",10.28,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","The Best American Science Fiction and Fantasy 2024","Hugh Howey & John Joseph Adams","science fiction",14.74,4.03,5,NA,NA,2025-11-25 23:01:52,5
"Open Library","Works (Awakening / Beyond the Bayou / Desiree's Baby / Kiss / Locket / Ma'ame Pelagie / Pair of Silk Stockings / Reflection / Respectable Woman)","Kate Chopin","psychology",NA,1.46,2,1981,"fre",2025-11-25 23:01:52,5
"Open Library","The Return of Sherlock Holmes","Arthur Conan Doyle","mystery",NA,4.32,33,1903,"jpn",2025-11-25 23:01:52,5
"Open Library","La père Goriot","Honoré de Balzac","historical_fiction",NA,4.1,12,1800,"fre",2025-11-25 23:01:52,5
"iTunes Store","The Other Boleyn Girl","Philippa Gregory","historical fiction",15.01,4.38,686,NA,NA,2025-11-25 23:01:52,5
"Open Library","Life on the Mississippi","Mark Twain","philosophy",NA,3.86,6,1883,"eng",2025-11-25 23:01:52,5
"Open Library","Darkest fear","Harlan Coben","sports",NA,3.62,3,2000,"heb",2025-11-25 23:01:52,5
"Open Library","Matilda","Roald Dahl","fantasy",NA,4.29,265,1988,"eng",2025-11-25 23:01:52,5
"Open Library","Lettres philosophiques","Voltaire","travel",NA,4.39,4,1733,"fre",2025-11-25 23:01:52,5
"iTunes Store","Spain Travel Guide","Wolfgang Sladkowsi & Wanirat Chanapote","travel",0,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","Accepting the Alien's Trade: A Science Fiction Erotic Adventure","Claire Westwood","science fiction",2.9,NA,NA,NA,NA,2025-11-25 23:01:52,5
"iTunes Store","How to Read Poetry Like a Professor","Thomas C. Foster","poetry",12,NA,NA,NA,NA,2025-11-25 23:01:52,5
